,database,question,verified_output,correct
17,farm,"What is the total horses record for each farm, sorted ascending?","SELECT total_cattle ,total_horses FROM farm GROUP BY farm.farm_id ORDER BY  farm.Total_Horses ASC",0
18,farm,"What are the hosts of competitions whose theme is not ""Aliens""?",SELECT T2.hosts FROM farm_competition AS T2 JOIN competition_record AS T1 ON T2.Competition_ID = T1.Competition_ID WHERE T2.Theme != 'Aliens' ,0
19,farm,Return the hosts of competitions for which the theme is not Aliens?,SELECT T2.hosts FROM farm_competition AS T2 JOIN competition_record AS T1 ON T2.Competition_ID = T1.Competition_ID WHERE T2.Theme  != 'Aliens' ,0
20,farm,What are the themes of farm competitions sorted by year in ascending order?,SELECT farm_competition.theme FROM farm_competition ORDER BY farm_competition.Year ASC,1
21,farm,"Return the themes of farm competitions, sorted by year ascending.",SELECT farm_competition.theme FROM farm_competition ORDER BY farm_competition.Year ASC,1
22,farm,What is the average number of working horses of farms with more than 5000 total number of horses?,SELECT COUNT(*) FROM farm WHERE farm.Working_Horses > '5000' ,0
23,farm,Give the average number of working horses on farms with more than 5000 total horses.,SELECT AVG(farm.Working_Horses) FROM farm WHERE farm.Working_Horses > '5000' ,0
24,farm,What are the maximum and minimum number of cows across all farms.,"SELECT MAX(farm.Cows) ,MIN(farm.Cows) FROM farm",1
25,farm,Return the maximum and minimum number of cows across all farms.,"SELECT MAX(farm.Cows) ,MIN(farm.Cows) FROM farm",1
26,farm,How many different statuses do cities have?,SELECT COUNT(DISTINCT(city.Status)) FROM city,1
27,farm,Count the number of different statuses.,SELECT COUNT(DISTINCT(city.Status)) FROM city,1
28,farm,List official names of cities in descending order of population.,SELECT city.official_name FROM city ORDER BY city.Population DESC,1
29,farm,"What are the official names of cities, ordered descending by population?",SELECT city.official_name FROM city ORDER BY city.Population DESC,1
30,farm,List the official name and status of the city with the largest population.,"SELECT city.official_name ,status FROM city ORDER BY city.Population DESC LIMIT 1",1
31,farm,What is the official name and status of the city with the most residents?,"SELECT city.official_name ,status FROM city ORDER BY city.Population DESC LIMIT 1",1
32,farm,Show the years and the official names of the host cities of competitions.,"SELECT T3.year ,  T4.official_name FROM city AS T4 JOIN competition_record AS T1 ON T4.City_ID = T1.Competition_ID    JOIN farm AS T3 ON T3.Farm_ID = T1.Farm_ID    JOIN farm_competition AS T2 ON T2.Competition_ID = T1.Competition_ID  ",0
33,farm,Give the years and official names of the cities of each competition.,"SELECT T3.bulls ,  T2.year ,  T4.official_name FROM city AS T4 JOIN competition_record AS T1 ON T4.City_ID = T1.Competition_ID    JOIN farm AS T3 ON T3.Farm_ID = T1.Farm_ID    JOIN farm_competition AS T2 ON T2.Competition_ID = T1.Competition_ID   GROUP BY T3.bulls",0
34,farm,Show the status of the city that has hosted the greatest number of competitions.,SELECT T3.status FROM city AS T3 JOIN competition_record AS T1 ON T3.City_ID = T1.Competition_ID    JOIN farm AS T2 ON T2.Farm_ID = T1.Farm_ID   GROUP BY T2.bulls ORDER BY T2.Bulls DESC LIMIT 1,1
35,farm,What is the status of the city that has hosted the most competitions?,SELECT city.status FROM city,0
36,farm,Please show the themes of competitions with host cities having populations larger than 1000.,SELECT T2.theme FROM city AS T3 JOIN farm_competition AS T2 ON T3.City_ID = T2.Host_city_ID    JOIN competition_record AS T1 ON T1.Competition_ID = T2.Competition_ID   WHERE T3.Population > '1000' ,0
37,farm,What are the themes of competitions that have corresponding host cities with more than 1000 residents?,SELECT T2.theme FROM city AS T3 JOIN farm_competition AS T2 ON T3.City_ID = T2.Host_city_ID    JOIN competition_record AS T1 ON T1.Competition_ID = T2.Competition_ID   WHERE T2.Hosts > '1000' ,0
38,farm,Please show the different statuses of cities and the average population of cities with each status.,"SELECT city.status ,city.population ,AVG(city.Population) FROM city GROUP BY city.status",0
39,farm,What are the statuses and average populations of each city?,"SELECT city.status ,AVG(city.Population) FROM city GROUP BY city.city_id",0
40,farm,"Please show the different statuses, ordered by the number of cities that have each.","SELECT COUNT(*) ,city.status FROM city GROUP BY city.status ORDER BY COUNT(*)ASC",0
41,farm,"Return the different statuses of cities, ascending by frequency.",SELECT DISTINCT(city.Status) FROM city,1
42,farm,List the most common type of Status across cities.,SELECT city.status FROM city GROUP BY city.status ORDER BY COUNT(*) DESC LIMIT 1,1
43,farm,What is the most common status across all cities?,SELECT status FROM city GROUP BY city.status ORDER BY COUNT(*) DESC LIMIT 1,1
44,farm,List the official names of cities that have not held any competition.,SELECT T3.official_name FROM city AS T3 JOIN competition_record AS T1 ON T3.City_ID = T1.Competition_ID    JOIN farm AS T2 ON T2.Farm_ID = T1.Farm_ID  ,0
45,farm,What are the official names of cities that have not hosted a farm competition?,SELECT city.official_name FROM city WHERE  City_ID NOT IN (SELECT City_ID  FROM farm_competition),1
46,farm,Find the official names of cities with population bigger than 1500 or smaller than 500.,SELECT city.official_name FROM city WHERE city.Population > '1500' ,0
47,farm,What are the official names of cities that have population over 1500 or less than 500?,SELECT city.official_name FROM city WHERE city.Population > '1500' ,0
48,farm,"Show the census ranking of cities whose status are not ""Village"".",SELECT city.census_ranking FROM city WHERE city.Status != 'Village' ,1
49,farm,"What are the census rankings of cities that do not have the status ""Village""?",SELECT city.census_ranking FROM city WHERE city.Status != 'Village' ,1
50,student_assessment,which course has most number of registered students?,SELECT COUNT(*) FROM Student_Course_Registrations,0
51,student_assessment,What is the name of the course with the most registered students?,SELECT T2.course_name FROM Courses AS T2 JOIN Student_Course_Attendance AS T3 ON T2.course_id = T3.course_id    JOIN Student_Course_Registrations AS T1 ON T1.student_id = T3.student_id   GROUP BY T2.course_name ORDER BY COUNT(*) DESC LIMIT 1,1
52,student_assessment,what are the first name and last name of all candidates?,"SELECT T2.first_name ,  last_name FROM People AS T2 JOIN People_Addresses AS T3 ON T2.person_id = T3.person_id    JOIN Candidates AS T1 ON T1.candidate_id = T3.person_id  ",1
53,student_assessment,What are the first and last names of all the candidates?,"SELECT T2.first_name ,  last_name FROM People AS T2 JOIN People_Addresses AS T3 ON T2.person_id = T3.person_id    JOIN Candidates AS T1 ON T1.candidate_id = T3.person_id  ",1
54,student_assessment,List the id of students who never attends courses?,SELECT T2.student_details FROM Students AS T2 JOIN Student_Course_Attendance AS T4 ON T2.student_id = T4.student_id    JOIN Courses AS T3 ON T3.course_id = T4.course_id  ,0
55,student_assessment,What are the  ids of every student who has never attended a course?,SELECT Students.student_details FROM Students WHERE  student_id IN (SELECT student_id  FROM Courses),0
56,student_assessment,List the id of students who attended some courses?,SELECT T2.student_details FROM Students AS T2 JOIN Student_Course_Attendance AS T4 ON T2.student_id = T4.student_id    JOIN Courses AS T3 ON T3.course_id = T4.course_id  ,0
57,student_assessment,What are the ids of all students who have attended at least one course?,SELECT T2.student_details FROM Students AS T2 JOIN Student_Course_Attendance AS T4 ON T2.student_id = T4.student_id    JOIN Courses AS T3 ON T3.course_id = T4.course_id   GROUP BY T2.student_details HAVING COUNT(*) >= 1,0
58,student_assessment,What are the ids of all students for courses and what are the names of those courses?,"SELECT T3.student_id ,  T1.first_name FROM People AS T1 JOIN Student_Course_Attendance AS T2 ON T1.person_id = T2.student_id    JOIN Students AS T3 ON T3.student_id = T2.student_id    JOIN Courses AS T5 ON T5.course_id = T2.course_id  ",0
59,student_assessment,What is detail of the student who most recently registered course?,SELECT T2.student_details FROM Students AS T2 JOIN Student_Course_Attendance AS T4 ON T2.student_id = T4.student_id    JOIN Courses AS T3 ON T3.course_id = T4.course_id  ,0
60,student_assessment,How many students are attending English courses?,SELECT COUNT(*) FROM Students AS T2 JOIN Student_Course_Attendance AS T4 ON T2.student_id = T4.student_id    JOIN Courses AS T3 ON T3.course_id = T4.course_id  ,0
61,student_assessment,How many courses do the student whose id is 171 attend?,SELECT COUNT(*) FROM Students AS T4 JOIN Student_Course_Attendance AS T2 ON T4.student_id = T2.student_id    JOIN Courses AS T3 ON T3.course_id = T2.course_id   WHERE T3.course_id  = '171' ,0
62,student_assessment,How many courses does the student with id 171 actually attend?,SELECT COUNT(*) FROM Students AS T4 JOIN Student_Course_Attendance AS T2 ON T4.student_id = T2.student_id    JOIN Courses AS T3 ON T3.course_id = T2.course_id   WHERE T3.course_id  = '171' ,0
63,student_assessment,Find id of the candidate whose email is stanley.monahan@example.org?,SELECT T1.candidate_id FROM People AS T2 JOIN People_Addresses AS T3 ON T2.person_id = T3.person_id    JOIN Candidates AS T1 ON T1.candidate_id = T3.person_id  ,0
64,student_assessment,What is the id of the candidate whose email is stanley.monahan@example.org?,SELECT T1.candidate_id FROM People AS T2 JOIN People_Addresses AS T3 ON T2.person_id = T3.person_id    JOIN Candidates AS T1 ON T1.candidate_id = T3.person_id  ,0
65,student_assessment,Find id of the candidate who most recently accessed the course?,SELECT T2.candidate_id FROM Courses AS T3 JOIN Student_Course_Attendance AS T4 ON T3.course_id = T4.course_id    JOIN Candidates AS T2 ON T2.candidate_id = T4.student_id  ,0
66,student_assessment,What is the id of the candidate who most recently accessed the course?,SELECT T2.candidate_id FROM Courses AS T3 JOIN Student_Course_Attendance AS T4 ON T3.course_id = T4.course_id    JOIN Candidates AS T2 ON T2.candidate_id = T4.student_id  ,0
67,student_assessment,What is detail of the student who registered the most number of courses?,SELECT Students.student_details FROM Students GROUP BY Students.student_details ORDER BY COUNT(*) DESC LIMIT 1,0
68,student_assessment,What are the details of the student who registered for the most number of courses?,SELECT T2.candidate_details FROM Students AS T3 JOIN Student_Course_Attendance AS T4 ON T3.student_id = T4.student_id    JOIN Candidates AS T2 ON T2.candidate_id = T4.student_id   GROUP BY T2.candidate_details ORDER BY COUNT(*) DESC LIMIT 1,0
69,student_assessment,List the id of students who registered some courses and the number of their registered courses?,"SELECT COUNT(*) ,  T2.login_name FROM People AS T2 JOIN Student_Course_Attendance AS T3 ON T2.person_id = T3.student_id    JOIN Student_Course_Registrations AS T1 ON T1.student_id = T3.student_id   GROUP BY T2.login_name",0
70,student_assessment,"Find id of candidates whose assessment code is ""Pass""?",SELECT T2.candidate_id FROM Candidates AS T2 JOIN Student_Course_Attendance AS T4 ON T2.candidate_id = T4.student_id    JOIN Candidate_Assessments AS T3 ON T3.candidate_id = T4.student_id   WHERE T3.assessment_date = 'Pass' ,0
71,student_assessment,What are the ids of the candidates that have an outcome code of Pass?,SELECT T1.candidate_id FROM People AS T2 JOIN People_Addresses AS T3 ON T2.person_id = T3.person_id    JOIN Candidates AS T1 ON T1.candidate_id = T3.person_id    JOIN Candidate_Assessments AS T4 ON T4.candidate_id = T3.person_id  ,0
72,student_assessment,"Find the cell mobile number of the candidates whose assessment code is ""Fail""?",SELECT T2.cell_mobile_number FROM People AS T2 JOIN People_Addresses AS T3 ON T2.person_id = T3.person_id    JOIN Candidates AS T1 ON T1.candidate_id = T3.person_id    JOIN Candidate_Assessments AS T4 ON T4.candidate_id = T3.person_id   WHERE T4.assessment_date = 'Fail' ,0
73,student_assessment,What are the id of students who registered course 301?,SELECT T2.student_details FROM Students AS T2 JOIN Student_Course_Attendance AS T4 ON T2.student_id = T4.student_id    JOIN Courses AS T3 ON T3.course_id = T4.course_id  ,0
74,student_assessment,What are the ids of the students who registered for course 301?,SELECT T2.student_details FROM Students AS T2 JOIN Student_Course_Attendance AS T4 ON T2.student_id = T4.student_id    JOIN Courses AS T3 ON T3.course_id = T4.course_id  ,0
75,student_assessment,What is the id of the student who most recently registered course 301?,SELECT T2.student_details FROM Students AS T2 JOIN Student_Course_Attendance AS T4 ON T2.student_id = T4.student_id    JOIN Courses AS T3 ON T3.course_id = T4.course_id   ORDER BY T3.course_name DESC LIMIT 1,0
76,student_assessment,What are the ids of the students who registered for course 301 most recently?,SELECT T2.student_details FROM Students AS T2 JOIN Student_Course_Attendance AS T4 ON T2.student_id = T4.student_id    JOIN Courses AS T3 ON T3.course_id = T4.course_id  ,0
77,student_assessment,Find distinct cities of addresses of people?,SELECT DISTINCT(Addresses.city) FROM Addresses,0
78,student_assessment,What are the different cities where people live?,SELECT DISTINCT(T2.city) FROM Addresses AS T2 JOIN People_Addresses AS T3 ON T2.address_id = T3.address_id    JOIN People AS T1 ON T1.person_id = T3.person_id  ,1
79,student_assessment,Find distinct cities of address of students?,SELECT DISTINCT(Addresses.city) FROM Addresses,0
80,student_assessment,What are the different cities where students live?,SELECT DISTINCT(T3.city) FROM Addresses AS T3 JOIN Student_Course_Attendance AS T2 ON T3.address_id = T2.student_id    JOIN Students AS T4 ON T4.student_id = T2.student_id  ,0
81,student_assessment,List the names of courses in alphabetical order?,SELECT Courses.course_name FROM Courses ORDER BY Courses.course_name,1
82,student_assessment,What are the names of the courses in alphabetical order?,SELECT Courses.course_name FROM Courses ORDER BY Courses.course_name,1
83,student_assessment,List the first names of people in alphabetical order?,SELECT People.first_name FROM People ORDER BY People.first_name,1
84,student_assessment,What are the first names of the people in alphabetical order?,SELECT People.first_name FROM People ORDER BY People.first_name,1
85,student_assessment,What are all info of students who registered courses but not attended courses?,SELECT T2.student_details FROM Students AS T2 JOIN Student_Course_Attendance AS T4 ON T2.student_id = T4.student_id    JOIN Courses AS T3 ON T3.course_id = T4.course_id  ,0
86,student_assessment,What are all details of the students who registered but did not attend any course?,SELECT T2.student_details FROM Students AS T2 JOIN Student_Course_Attendance AS T4 ON T2.student_id = T4.student_id    JOIN Courses AS T3 ON T3.course_id = T4.course_id  ,0
87,student_assessment,List the id of students who registered course statistics in the order of registration date.,SELECT T2.student_id FROM Students AS T2 JOIN Student_Course_Attendance AS T4 ON T2.student_id = T4.student_id    JOIN Candidate_Assessments AS T3 ON T3.candidate_id = T4.student_id   ORDER BY T3.assessment_date,0
88,student_assessment,What are the ids of the students who registered course statistics by order of registration date?,SELECT T2.student_id FROM Students AS T2 JOIN Student_Course_Attendance AS T4 ON T2.student_id = T4.student_id    JOIN Candidate_Assessments AS T3 ON T3.candidate_id = T4.student_id   ORDER BY T3.assessment_date,0
89,student_assessment,List the id of students who attended  statistics courses in the order of attendance date.,SELECT T2.student_id FROM Students AS T2 JOIN Student_Course_Attendance AS T4 ON T2.student_id = T4.student_id    JOIN Courses AS T3 ON T3.course_id = T4.course_id   ORDER BY T4.date_of_attendance,0
90,student_assessment,What are the ids of the students who attended courses in the statistics department in order of attendance date.,SELECT T3.student_id FROM Addresses AS T1 JOIN Student_Course_Attendance AS T2 ON T1.address_id = T2.student_id    JOIN Students AS T3 ON T3.student_id = T2.student_id    JOIN Courses AS T5 ON T5.course_id = T2.course_id   ORDER BY T2.date_of_attendance,0
91,bike_1,Give me the dates when the max temperature was higher than 85.,SELECT date FROM weather WHERE weather.max_temperature_f > '85' ,1
92,bike_1,What are the dates with a maximum temperature higher than 85?,SELECT date FROM weather WHERE weather.mean_temperature_f > '85'  ORDER BY weather.mean_temperature_f DESC LIMIT 1,0
93,bike_1,What are the names of stations that have latitude lower than 37.5?,SELECT station.name FROM station WHERE station.lat < '37.5' ,1
94,bike_1,What are the names of all stations with a latitude smaller than 37.5?,SELECT station.name FROM station WHERE station.lat < '37.5' ,1
95,bike_1,"For each city, return the highest latitude among its stations.",SELECT city FROM station GROUP BY station.city ORDER BY station.lat DESC LIMIT 1,0
96,bike_1,"For each city, what is the highest latitude for its stations?",SELECT city FROM station GROUP BY station.city ORDER BY station.lat DESC LIMIT 1,0
97,bike_1,What is the station station and end station for the trips with the three smallest ids?,SELECT end_station_name FROM trip ORDER BY trip.id ASC LIMIT 3,0
98,bike_1,What is the average latitude and longitude of stations located in San Jose city?,SELECT station.lat FROM station WHERE station.city  = 'San Jose',0
99,bike_1,What is the average latitude and longitude in San Jose?,SELECT AVG(station.lat) FROM station,0
100,bike_1,What is the id of the trip that has the shortest duration?,SELECT trip.id FROM trip ORDER BY trip.duration ASC LIMIT 1,1
101,bike_1,What is the id of the shortest trip?,SELECT trip.id FROM trip,0
102,bike_1,What is the total and maximum duration of trips with bike id 636?,"SELECT T2.duration ,  MAX(T1.bikes_available) FROM status AS T1 JOIN trip AS T2 ON T1.station_id = T2.start_station_id WHERE T2.id = '636' ",0
103,bike_1,What is the total and maximum duration for all trips with the bike id 636?,"SELECT duration ,  MAX(T1.bikes_available) FROM status AS T1 JOIN trip AS T2 ON T1.station_id = T2.start_station_id WHERE T2.id  = '636' ",0
104,bike_1,"For each zip code, return the average mean temperature of August there.","SELECT T2.zip_code ,  AVG(T1.mean_temperature_f) FROM weather AS T1 JOIN trip AS T2 ON T1.zip_code = T2.zip_code WHERE T1.date = 'August' GROUP BY T2.zip_code",0
105,bike_1,"From the trip record, find the number of unique bikes.",SELECT COUNT(*) FROM status,0
106,bike_1,How many different bike ids are there?,"SELECT station_id ,COUNT(DISTINCT(status.bikes_available)) FROM status",0
107,bike_1,What is the number of distinct cities the stations are located at?,SELECT COUNT(DISTINCT(station.city)) FROM station,1
108,bike_1,How many different cities have these stations?,SELECT COUNT(DISTINCT(station.city)) FROM station WHERE  id IN (SELECT id  FROM station),1
109,bike_1,How many stations does Mountain View city has?,SELECT COUNT(*) FROM station WHERE station.city =  'Mountain View',1
110,bike_1,How many stations are in Mountain View?,SELECT COUNT(*) FROM station WHERE station.city = 'Mountain View',1
111,bike_1,Return the unique name for stations that have ever had 7 bikes available.,SELECT name FROM station AS T2 JOIN trip AS T3 ON T2.id = T3.id    JOIN status AS T1 ON T1.station_id = T3.start_station_id   GROUP BY T2.name HAVING COUNT (*) = 7,0
112,bike_1,What are the different names for each station that has ever had 7 bikes available?,SELECT name FROM station AS T2 JOIN trip AS T3 ON T2.id = T3.id    JOIN status AS T1 ON T1.station_id = T3.start_station_id   GROUP BY T2.name HAVING COUNT (*) = 7,0
113,bike_1,How many days had both mean humidity above 50 and mean visibility above 8?,SELECT COUNT(*) FROM weather WHERE weather.mean_humidity > '50'  AND weather.mean_visibility_miles > '8' ,1
114,bike_1,What is the number of days that had an average humity above 50 and an average visibility above 8?,SELECT COUNT(*) FROM weather WHERE weather.mean_humidity > '50'  AND weather.mean_visibility_miles > '8' ,1
115,bike_1,"What is the latitude, longitude, city of the station from which the shortest trip started?","SELECT T1.lat ,  city FROM station AS T1 JOIN trip AS T2 ON T1.id = T2.id GROUP BY T1.city ORDER BY COUNT(*) ASC LIMIT 1",0
116,bike_1,"What is the latitude, longitude, and city of the station from which the trip with smallest duration started?","SELECT T1.lat ,  city FROM station AS T1 JOIN trip AS T2 ON T1.id = T2.id ORDER BY T1.long ASC LIMIT 1",0
117,bike_1,What is the 3 most common cloud cover rates in the region of zip code 94107?,"SELECT T2.cloud_cover ,  T1.city FROM station AS T1 JOIN trip AS T3 ON T1.id = T3.id    JOIN weather AS T2 ON T2.zip_code = T3.zip_code   WHERE T3.zip_code = '94107' ",0
118,bike_1,What are the 3 most common cloud covers in the zip code of 94107?,"SELECT T1.cloud_cover ,  T2.zip_code FROM weather AS T1 JOIN trip AS T2 ON T1.zip_code = T2.zip_code GROUP BY T1.cloud_cover ORDER BY COUNT(*) DESC LIMIT 1",0
119,bike_1,What is the average bike availability in stations that are not located in Palo Alto?,SELECT AVG(T1.bikes_available) FROM station AS T2 JOIN trip AS T3 ON T2.id = T3.id    JOIN status AS T1 ON T1.station_id = T3.start_station_id   WHERE T3.zip_code != 'Palo Alto',0
120,bike_1,What is the average bike availablility for stations not in Palo Alto?,SELECT AVG(T1.bikes_available) FROM station AS T2 JOIN trip AS T3 ON T2.id = T3.id    JOIN status AS T1 ON T1.station_id = T3.start_station_id   WHERE T3.zip_code != 'Palo Alto',0
121,bike_1,What is the average longitude of stations that never had bike availability more than 10?,SELECT AVG(T2.lat) FROM station AS T2 JOIN trip AS T3 ON T2.id = T3.id    JOIN status AS T1 ON T1.station_id = T3.start_station_id   WHERE T1.bikes_available > '10' ,0
122,bike_1,What is the mean longitude for all stations that have never had more than 10 bikes available?,SELECT mean_temperature_f FROM station AS T1 JOIN trip AS T4 ON T1.id = T4.id    JOIN status AS T2 ON T2.station_id = T4.start_station_id    JOIN weather AS T3 ON T3.zip_code = T4.zip_code   GROUP BY T2.bikes_available HAVING COUNT(*)> 10,0
123,bike_1,On which day and in which zip code was the min dew point lower than any day in zip code 94107?,SELECT date FROM weather AS T1 JOIN trip AS T2 ON T1.zip_code = T2.zip_code WHERE T1.min_dew_point_f < '94107' ,0
124,bike_1,What is the installation date for each ending station on all the trips?,"SELECT T2.end_station_name ,  installation_date FROM station AS T1 JOIN trip AS T2 ON T1.id = T2.id GROUP BY T2.end_station_name",0
125,bike_1,What is the id of the trip that started from the station with the highest dock count?,SELECT T3.id FROM station AS T2 JOIN trip AS T3 ON T2.id = T3.id    JOIN status AS T1 ON T1.station_id = T3.start_station_id   ORDER BY T1.docks_available DESC LIMIT 1,0
126,bike_1,On which day has it neither been foggy nor rained in the zip code of 94107?,"SELECT T1.date ,  T2.zip_code FROM weather AS T1 JOIN trip AS T2 ON T1.zip_code = T2.zip_code",0
127,bike_1,"What are the name, latitude, and city of the station with the lowest latitude?","SELECT station.name ,lat ,city FROM station ORDER BY station.lat ASC LIMIT 1",1
128,bike_1,"What is the name, latitude, and city of the station that is located the furthest South?","SELECT station.name ,lat ,city FROM station",0
129,bike_1,"What is the date, average temperature and mean humidity for the days with the 3 largest maximum gust speeds?","SELECT date ,mean_temperature_f ,mean_humidity FROM weather WHERE weather.date  = '3' ",0
130,bike_1,List the name and the number of stations for all the cities that have at least 15 stations.,"SELECT COUNT(*) ,station.name FROM station WHERE station.city = '15'  GROUP BY station.name HAVING COUNT(*) >= 15",0
131,bike_1,What is the name of every city that has at least 15 stations and how many stations does it have?,SELECT station.name FROM station WHERE station.city = '15'  GROUP BY station.name HAVING COUNT(*) >= 15,0
132,bike_1,Find the ids and names of stations from which at least 200 trips started.,SELECT T1.name FROM station AS T1 JOIN trip AS T2 ON T1.id = T2.id GROUP BY T1.name HAVING COUNT(*)>= 200,0
133,bike_1,What are the ids and names of all start stations that were the beginning of at least 200 trips?,"SELECT T1.id ,  name FROM station AS T1 JOIN trip AS T2 ON T1.id = T2.id WHERE T2.start_date = '200'  GROUP BY T1.id HAVING COUNT(*)>= 200",0
134,bike_1,List all the cities in a decreasing order of each city's stations' highest latitude.,SELECT station.city FROM station GROUP BY station.city ORDER BY MAX(station.lat),0
135,bike_1,What are the dates that have the 5 highest cloud cover rates and what are the rates?,SELECT date FROM status AS T1 JOIN trip AS T3 ON T1.station_id = T3.start_station_id    JOIN weather AS T2 ON T2.zip_code = T3.zip_code   ORDER BY T2.cloud_cover DESC LIMIT 5,0
136,bike_1,What are the ids and durations of the trips with the top 3 durations?,"SELECT trip.id ,duration FROM trip WHERE trip.duration = '3' ",0
137,bike_1,What are the ids of the trips that lasted the longest and how long did they last?,SELECT trip.id FROM trip,0
138,bike_1,"For each start station id, what is its name, longitude and average duration of trips started there?","SELECT T2.start_station_name ,  T1.name ,  lat ,  AVG(T2.duration) FROM station AS T1 JOIN trip AS T2 ON T1.id = T2.id GROUP BY T2.start_station_name",0
139,bike_1,List all the distinct stations from which a trip of duration below 100 started.,SELECT DISTINCT(trip.duration) FROM trip WHERE trip.duration < '100' ,0
140,bike_1,What are all the different start station names for a trip that lasted less than 100?,SELECT DISTINCT(trip.start_station_name) FROM trip,0
141,bike_1,Find the id for the trips that lasted at least as long as the average duration of trips in zip code 94103.,"SELECT trip.id ,MIN(trip.duration) ,AVG(trip.duration) FROM trip WHERE trip.zip_code = '94103' ",0
142,bike_1,What are the ids of all trips that had a duration as long as the average trip duration in the zip code 94103?,SELECT T2.id FROM weather AS T1 JOIN trip AS T2 ON T1.zip_code = T2.zip_code WHERE T2.zip_code = '94103' ,0
143,bike_1,What are the dates in which the mean sea level pressure was between 30.3 and 31?,SELECT date FROM weather WHERE weather.mean_sea_level_pressure_inches  BETWEEN 30.3 AND 31,1
144,bike_1,What are the dates that have an average sea level pressure between 30.3 and 31?,SELECT date FROM weather WHERE weather.mean_sea_level_pressure_inches  BETWEEN 30.3 AND 31,1
145,bike_1,"What are the days that had the smallest temperature range, and what was that range?",SELECT date FROM weather ORDER BY weather.max_temperature_f ASC LIMIT 1,0
146,bike_1,What are the id and name of the stations that have ever had more than 12 bikes available?,SELECT T2.name FROM station AS T2 JOIN trip AS T3 ON T2.id = T3.id    JOIN status AS T1 ON T1.station_id = T3.start_station_id   GROUP BY T1.bikes_available HAVING COUNT(*)> 12,0
147,bike_1,What are the different ids and names of the stations that have had more than 12 bikes available?,SELECT DISTINCT(T2.name) FROM station AS T2 JOIN trip AS T3 ON T2.id = T3.id    JOIN status AS T1 ON T1.station_id = T3.start_station_id   GROUP BY T1.bikes_available HAVING COUNT(*)> 12,0
148,bike_1,How many trips stated from  a station in Mountain View and ended at one in Palo Alto?,SELECT COUNT(*) FROM station AS T1 JOIN trip AS T2 ON T1.id = T2.id WHERE T1.city = 'Mountain View' AND T2.zip_code = 'Palo Alto',0
149,bike_1,What is the average latitude and longitude of the starting points of all trips?,SELECT T1.lat FROM station AS T1 JOIN trip AS T2 ON T1.id = T2.id,0
150,bike_1,What is the average latitude and longitude of all starting stations for the trips?,SELECT AVG(T1.lat) FROM station AS T1 JOIN trip AS T2 ON T1.id = T2.id,0
151,book_2,How many books are there?,SELECT COUNT(*) FROM book,1
152,book_2,List the writers of the books in ascending alphabetical order.,SELECT book.writer FROM book ORDER BY book.Writer,1
