,database,question,verified_output,correct
31,concert_singer,List singer names and number of concerts for each singer.,"SELECT COUNT(*) ,  T2.concert_name FROM singer AS T1 JOIN singer_in_concert AS T3 ON T1.Singer_ID = T3.Singer_ID    JOIN concert AS T2 ON T2.concert_ID = T3.concert_ID   GROUP BY T1.singer_id",0
32,concert_singer,What are the names of the singers and number of concerts for each person?,"SELECT COUNT(*) ,singer.name FROM singer GROUP BY singer.name",0
33,concert_singer,List all singer names in concerts in year 2014.,"SELECT T1.song_name ,  T2.year FROM singer AS T1 JOIN singer_in_concert AS T3 ON T1.Singer_ID = T3.Singer_ID    JOIN concert AS T2 ON T2.concert_ID = T3.concert_ID  ",0
34,concert_singer,What are the names of the singers who performed in a concert in 2014?,SELECT T1.name FROM singer AS T1 JOIN singer_in_concert AS T3 ON T1.Singer_ID = T3.Singer_ID    JOIN concert AS T2 ON T2.concert_ID = T3.concert_ID   WHERE T2.Year = '2014' ,1
35,concert_singer,what is the name and nation of the singer who have a song having 'Hey' in its name?,"SELECT singer.name ,country FROM singer WHERE singer.Song_Name = 'Hey'  OR singer.Song_Name = 'in its name' ",0
36,concert_singer,What is the name and country of origin of every singer who has a song with the word 'Hey' in its title?,"SELECT T1.name ,  country FROM stadium AS T2 JOIN concert AS T3 ON T2.Stadium_ID = T3.Stadium_ID    JOIN singer AS T1 ON T1.Singer_ID = T3.concert_ID   WHERE T1.Song_Name = 'Hey'  OR T1.Song_Name = 'in its title' ",0
37,concert_singer,Find the number of concerts happened in the stadium with the highest capacity .,SELECT COUNT(*) FROM stadium AS T1 JOIN concert AS T2 ON T1.Stadium_ID = T2.Stadium_ID ORDER BY T1.Capacity DESC LIMIT 1,0
38,concert_singer,What are the number of concerts that occurred in the stadium with the largest capacity ?,SELECT COUNT(*) FROM stadium AS T1 JOIN concert AS T2 ON T1.Stadium_ID = T2.Stadium_ID ORDER BY T1.Capacity DESC LIMIT 1,0
39,pets_1,Find the number of pets whose weight is heavier than 10.,SELECT COUNT(*) FROM Pets WHERE Pets.weight = '10' ,0
40,pets_1,How many pets have a greater weight than 10?,SELECT COUNT(*) FROM Pets WHERE Pets.weight > 10,1
41,pets_1,Find the weight of the youngest dog.,SELECT T3.weight FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.StuID = T2.StuID    JOIN Pets AS T3 ON T3.PetID = T2.PetID   ORDER BY T1.Age ASC LIMIT 1,0
42,pets_1,Find the maximum weight for each type of pet. List the maximum weight and pet type.,SELECT MAX(Pets.weight) FROM Pets,0
43,pets_1,List the maximum weight and type for each type of pet.,"SELECT Pets.weight ,MAX(Pets.weight) FROM Pets GROUP BY weight",0
44,pets_1,Find number of pets owned by students who are older than 20.,SELECT COUNT(*) FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.StuID = T2.StuID    JOIN Pets AS T3 ON T3.PetID = T2.PetID   WHERE T3.pet_age > '20' ,1
45,pets_1,How many pets are owned by students that have an age greater than 20?,SELECT COUNT(*) FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.StuID = T2.StuID    JOIN Pets AS T3 ON T3.PetID = T2.PetID   WHERE T1.Age > '20' ,1
46,pets_1,Find the number of dog pets that are raised by female students (with sex F).,SELECT COUNT(*) FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.StuID = T2.StuID    JOIN Pets AS T3 ON T3.PetID = T2.PetID   WHERE T1.Sex  = 'F' ,0
47,pets_1,How many dog pets are raised by female students?,SELECT COUNT(*) FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.StuID = T2.StuID    JOIN Pets AS T3 ON T3.PetID = T2.PetID  ,0
48,pets_1,Find the number of distinct type of pets.,SELECT COUNT(DISTINCT(T1.Major)) FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.StuID = T2.StuID    JOIN Pets AS T3 ON T3.PetID = T2.PetID  ,0
49,pets_1,Find the first name of students who have cat or dog pet.,SELECT T1.lname FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.StuID = T2.StuID    JOIN Pets AS T3 ON T3.PetID = T2.PetID  ,0
50,pets_1,What are the first names of every student who has a cat or dog as a pet?,SELECT T1.lname FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.StuID = T2.StuID    JOIN Pets AS T3 ON T3.PetID = T2.PetID  ,0
51,pets_1,Find the first name of students who have both cat and dog pets .,SELECT T1.lname FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.StuID = T2.StuID    JOIN Pets AS T3 ON T3.PetID = T2.PetID  ,0
52,pets_1,Find the major and age of students who do not have a cat pet.,"SELECT Student.major ,  age FROM Student WHERE  StuID NOT IN (SELECT StuID  FROM Pets)",0
53,pets_1,"What major is every student who does not own a cat as a pet, and also how old are they?",SELECT major FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.StuID = T2.StuID    JOIN Pets AS T3 ON T3.PetID = T2.PetID  ,0
54,pets_1,Find the first name and age of students who have a dog but do not have a cat as a pet.,"SELECT T1.lname ,  age FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.StuID = T2.StuID    JOIN Pets AS T3 ON T3.PetID = T2.PetID  ",0
55,pets_1,What is the first name of every student who has a dog but does not have a cat?,SELECT T1.lname FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.StuID = T2.StuID    JOIN Pets AS T3 ON T3.PetID = T2.PetID  ,0
56,pets_1,Find the type and weight of the youngest pet.,SELECT T3.weight FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.StuID = T2.StuID    JOIN Pets AS T3 ON T3.PetID = T2.PetID   ORDER BY T1.Age ASC LIMIT 1,0
57,pets_1,Find the id and weight of all pets whose age is older than 1.,"SELECT Pets.petid ,weight FROM Pets WHERE Pets.pet_age > '1' ",1
58,pets_1,What is the id and weight of every pet who is older than 1?,"SELECT Pets.petid ,weight FROM Pets WHERE Pets.pet_age > '1' ",1
59,pets_1,Find the average and maximum age for each type of pet.,"SELECT T1.age ,  T1.age ,  AVG(T1.Age) ,  MAX(T1.Age) FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.StuID = T2.StuID    JOIN Pets AS T3 ON T3.PetID = T2.PetID   GROUP BY age",0
60,pets_1,What is the average and maximum age for each pet type?,"SELECT T3.pet_age ,  AVG(T1.Age) ,  MAX(T1.Age) FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.StuID = T2.StuID    JOIN Pets AS T3 ON T3.PetID = T2.PetID   GROUP BY T3.pet_age",0
61,pets_1,Find the average weight for each pet type.,"SELECT Pets.pet_age ,AVG(Pets.weight) FROM Pets GROUP BY Pets.pet_age",0
62,pets_1,What is the average weight for each type of pet?,"SELECT Pets.weight ,AVG(Pets.weight) FROM Pets GROUP BY weight",0
63,pets_1,Find the first name and age of students who have a pet.,"SELECT Student.lname ,  age FROM Student WHERE  StuID IN (SELECT StuID  FROM Pets)",0
64,pets_1,Find the id of the pet owned by student whose last name is ‘Smith’.,SELECT T3.petid FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.StuID = T2.StuID    JOIN Pets AS T3 ON T3.PetID = T2.PetID   WHERE T1.Advisor = 'Smith' ,0
65,pets_1,What is the id of the pet owned by the student whose last name is 'Smith'?,SELECT T3.petid FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.StuID = T2.StuID    JOIN Pets AS T3 ON T3.PetID = T2.PetID  ,0
66,pets_1,Find the first name and gender of student who have more than one pet.,"SELECT T1.lname ,  sex FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.StuID = T2.StuID    JOIN Pets AS T3 ON T3.PetID = T2.PetID   GROUP BY T1.lname HAVING COUNT(*)> 1",0
67,pets_1,What is the first name and gender of the all the students who have more than one pet?,"SELECT T1.lname ,  sex FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.StuID = T2.StuID    JOIN Pets AS T3 ON T3.PetID = T2.PetID   GROUP BY T1.lname HAVING COUNT(*)> 1",0
68,pets_1,Find the average age of students who do not have any pet .,"SELECT Student.age ,  AVG(Student.Age) FROM Student WHERE  StuID NOT IN (SELECT StuID  FROM Pets)",0
69,pets_1,What is the average age for all students who do not own any pets ?,SELECT AVG(T1.Age) FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.StuID = T2.StuID    JOIN Pets AS T3 ON T3.PetID = T2.PetID  ,0
70,car_1,How many continents are there?,"SELECT COUNT(*) ,continent FROM continents",0
71,car_1,What is the number of continents?,SELECT COUNT(*) FROM continents,1
72,car_1,How many countries are listed?,"SELECT COUNT(*) ,country FROM car_makers",0
73,car_1,How many countries exist?,"SELECT COUNT(*) ,country FROM car_makers",0
74,car_1,"How many models does each car maker produce? List maker full name, id and the number.","SELECT maker ,fullname ,id FROM car_makers GROUP BY car_makers.id",0
75,car_1,"What is the full name of each car maker, along with its id and how many models it produces?",SELECT T1.fullname FROM car_makers AS T1 JOIN model_list AS T2 ON T1.Id = T2.ModelId GROUP BY T1.id,0
76,car_1,Find the name of the makers that produced some cars in the year of 1970?,SELECT car_makers.fullname FROM car_makers WHERE car_makers.Maker = '1970' ,0
77,car_1,What is the name of the different car makers who produced a car in 1970?,SELECT car_makers.fullname FROM car_makers,0
78,car_1,What is the maker of the carr produced in the earliest year and what year was it?,SELECT T1.maker FROM car_makers AS T1 JOIN cars_data AS T2 ON T1.Id = T2.Id,0
79,car_1,What are the different models for the cards produced after 1980?,SELECT DISTINCT(T2.Model) FROM car_makers AS T1 JOIN model_list AS T2 ON T1.Id = T2.ModelId WHERE T1.Maker > '1980' ,0
80,car_1,How many car models are produced by each maker ? Only list the count and the maker full name .,"SELECT COUNT(*) ,  COUNT(*) ,  model FROM car_makers AS T1 JOIN model_list AS T2 ON T1.Id = T2.ModelId",0
81,car_1,What is the number of car models that are produced by each maker and what is the id and full name of each maker?,"SELECT T1.maker ,  COUNT(*) FROM car_makers AS T1 JOIN model_list AS T2 ON T1.Id = T2.ModelId GROUP BY T1.maker",0
82,car_1,How many car makers are there in france?,SELECT COUNT(*) FROM car_makers WHERE car_makers.Country = 'france',0
83,car_1,What is the count of the car models produced in the United States?,SELECT COUNT(*) FROM car_makers AS T1 JOIN car_names AS T2 ON T1.Id = T2.MakeId,0
84,car_1,What is the average miles per gallon(mpg) of the cars with 4 cylinders?,SELECT AVG(cars_data.MPG) FROM cars_data WHERE cars_data.Cylinders  = 4,1
85,car_1,What is the average miles per gallon of all the cards with 4 cylinders?,SELECT AVG(cars_data.Cylinders) FROM cars_data WHERE cars_data.Cylinders  = 4,0
86,car_1,What are all the makers and models?,"SELECT T1.maker ,  T2.model FROM car_makers AS T1 JOIN model_list AS T2 ON T1.Id = T2.ModelId",0
87,car_1,What are the makers and models?,"SELECT T1.maker ,  T2.model FROM car_makers AS T1 JOIN model_list AS T2 ON T1.Id = T2.ModelId",0
88,car_1,What are the countries having at least one car maker? List name and id.,"SELECT fullname ,id FROM car_makers GROUP BY car_makers.fullname HAVING COUNT(*) >= 1",0
89,car_1,What is the number of the cars with horsepower more than 150?,SELECT COUNT(*) FROM cars_data WHERE cars_data.Horsepower > '150' ,1
90,car_1,What is the number of cars with a horsepower greater than 150?,SELECT COUNT(*) FROM cars_data WHERE cars_data.Horsepower > '150' ,1
91,car_1,What is the average weight of cars each year?,"SELECT cars_data.year ,AVG(cars_data.Weight) FROM cars_data GROUP BY cars_data.year",1
92,car_1,What is the average weight and year for each year?,"SELECT year ,AVG(cars_data.Weight) FROM cars_data GROUP BY cars_data.year",1
93,car_1,Which countries in europe have at least 3 car manufacturers?,SELECT country FROM car_makers GROUP BY car_makers.country HAVING COUNT(*) >= 3,0
94,car_1,What are the names of all European countries with at least 3 manufacturers?,SELECT car_makers.fullname FROM car_makers WHERE car_makers.Country = '3'  GROUP BY car_makers.fullname HAVING COUNT(*)>= 3,0
95,car_1,"Which model saves the most gasoline? That is to say, have the maximum miles per gallon.","SELECT model ,  MAX(T3.Horsepower) FROM continents AS T1 JOIN model_list AS T2 ON T1.ContId = T2.ModelId    JOIN cars_data AS T3 ON T3.Id = T2.ModelId   ORDER BY T1.Continent DESC LIMIT 1",0
96,car_1,What is the average horsepower of the cars before 1980?,SELECT cars_data.horsepower FROM cars_data WHERE cars_data.Year < 1980,0
97,car_1,What is the average horsepower for all cars produced before 1980 ?,SELECT AVG(cars_data.Horsepower) FROM cars_data WHERE cars_data.Horsepower < '1980' ,0
98,car_1,What is the average edispl for all volvos?,SELECT AVG(cars_data.Edispl) FROM cars_data,0
99,car_1,What is the maximum accelerate for all the different cylinders?,SELECT MAX(cars_data.Cylinders) FROM cars_data,0
100,car_1,How many cars have more than 4 cylinders?,"SELECT COUNT(*) ,horsepower FROM cars_data GROUP BY cars_data.cylinders HAVING COUNT(*)> 4",0
101,car_1,What is the number of cars with more than 4 cylinders?,SELECT COUNT(*) FROM cars_data WHERE cars_data.Cylinders > 4,1
102,car_1,how many cars were produced in 1980?,"SELECT COUNT(*) ,horsepower FROM cars_data WHERE cars_data.Year  = '1980' ",0
103,car_1,"In 1980, how many cars were made?","SELECT COUNT(*) ,horsepower FROM cars_data",0
104,car_1,How many car models were produced by the maker with full name American Motor Company?,"SELECT COUNT(*) ,  model FROM car_makers AS T1 JOIN model_list AS T2 ON T1.Id = T2.ModelId",0
105,car_1,What is the number of car models created by the car maker American Motor Company?,SELECT COUNT(*) FROM car_makers AS T1 JOIN car_names AS T2 ON T1.Id = T2.MakeId,0
106,car_1,Which makers designed more than 3 car models? List full name and the id.,"SELECT fullname ,  id FROM car_makers AS T1 JOIN model_list AS T2 ON T1.Id = T2.ModelId",0
107,car_1,What are the names and ids of all makers with more than 3 models?,"SELECT T1.fullname ,  id FROM car_makers AS T1 JOIN model_list AS T2 ON T1.Id = T2.ModelId WHERE T1.Maker > '3' ",0
108,car_1,Which distinctive models are produced by maker with the full name General Motors or weighing more than 3500?,SELECT model FROM car_makers AS T1 JOIN model_list AS T2 ON T1.Id = T2.ModelId    JOIN cars_data AS T3 ON T3.Id = T2.ModelId   WHERE T3.Horsepower > '3500' ,0
109,car_1,In which years cars were produced weighing no less than 3000 and no more than 4000 ?,"SELECT year ,horsepower FROM cars_data",0
110,car_1,What are the different years in which there were cars produced that weighed less than 4000 and also cars that weighted more than 3000 ?,SELECT DISTINCT(cars_data.Year) FROM cars_data WHERE cars_data.Horsepower < '4000' ,1
111,car_1,"For a volvo model, how many cylinders does the version with least accelerate have?","SELECT COUNT(*) ,  T2.model ,  T3.cylinders ,  MIN(T1.Maker) FROM car_makers AS T1 JOIN model_list AS T2 ON T1.Id = T2.ModelId    JOIN cars_data AS T3 ON T3.Id = T2.ModelId  ",0
112,car_1,How many cars have a larger accelerate than the car with the largest horsepower?,"SELECT COUNT(*) ,horsepower FROM cars_data ORDER BY cars_data.Horsepower DESC LIMIT 1",0
113,car_1,How many countries has more than 2 car makers ?,"SELECT COUNT(*) ,country FROM car_makers GROUP BY car_makers.country HAVING COUNT(*)> 2",0
114,car_1,How many cars has over 6 cylinders?,"SELECT COUNT(*) ,horsepower FROM cars_data GROUP BY cars_data.cylinders HAVING COUNT(*)> 6",0
115,car_1,What is the number of carsw ith over 6 cylinders?,SELECT COUNT(*) FROM car_makers AS T1 JOIN cars_data AS T2 ON T1.Id = T2.Id WHERE T2.Cylinders > 6,0
116,car_1,"Among the cars with more than lowest horsepower, which ones do not have more than 3 cylinders? List the car makeid and make name.",SELECT horsepower FROM car_makers AS T1 JOIN cars_data AS T2 ON T1.Id = T2.Id WHERE T1.FullName GROUP BY T2.cylinders HAVING COUNT(*)> 3,0
117,car_1,"Among the cars that do not have the minimum horsepower , what are the make ids and names of all those with less than 4 cylinders ?","SELECT T2.make ,  T1.id ,  fullname ,  MIN(T3.Horsepower) FROM car_makers AS T1 JOIN car_names AS T2 ON T1.Id = T2.MakeId    JOIN cars_data AS T3 ON T3.Id = T2.MakeId   WHERE T3.Cylinders < 4",0
118,car_1,What is the maximum mpg of the cars that had 8 cylinders or that were produced before 1980 ?,SELECT MAX(cars_data.MPG) FROM cars_data WHERE cars_data.Cylinders < '1980'  GROUP BY cars_data.mpg HAVING COUNT (*) = 8,0
119,car_1,Which are the car makers which produce at least 2 models and more than 3 car makers ? List the id and the maker .,SELECT id FROM car_makers AS T1 JOIN model_list AS T2 ON T1.Id = T2.ModelId WHERE T2.Model > '3'  GROUP BY T1.id HAVING COUNT(*)>= 2,0
120,flight_2,"Which country does Airline ""JetBlue Airways"" belong to?",SELECT country FROM airlines,0
121,flight_2,What country is Jetblue Airways affiliated with?,SELECT country FROM airlines,0
122,flight_2,"What is the abbreviation of Airline ""JetBlue Airways""?",SELECT airlines.abbreviation FROM airlines,0
123,flight_2,Which abbreviation corresponds to Jetblue Airways?,SELECT abbreviation FROM airlines WHERE airlines.Airline = 'Jetblue Airways',0
124,flight_2,"List all airline names and their abbreviations in ""USA"".","SELECT airline ,abbreviation FROM airlines",1
125,flight_2,What are the airline names and abbreviations for airlines in the USA?,"SELECT airline ,abbreviation FROM airlines WHERE airlines.Airline  = 'USA' ",0
126,flight_2,How many airlines do we have?,"SELECT COUNT(*) ,airline FROM airlines",0
127,flight_2,What is the total number of airlines?,SELECT COUNT(*) FROM airlines,1
128,flight_2,How many airports do we have?,SELECT COUNT(*) FROM airports,1
129,flight_2,Return the number of  airports.,SELECT COUNT(*) FROM airports,1
130,flight_2,How many flights do we have?,SELECT COUNT(*) FROM flights,1
131,flight_2,Return the number of flights.,SELECT COUNT(*) FROM flights,1
132,flight_2,Which airline has abbreviation 'UAL'?,SELECT airline FROM airlines WHERE airlines.Abbreviation  = 'UAL' ,1
133,flight_2,Give the airline with abbreviation 'UAL'.,SELECT airline FROM airlines WHERE airlines.Abbreviation  = 'UAL' ,1
134,flight_2,How many airlines are from USA?,"SELECT COUNT(*) ,airline FROM airlines WHERE airlines.Country = 'USA'",0
135,flight_2,Return the number of airlines in the USA.,SELECT COUNT(*) FROM airlines WHERE airlines.Country = 'USA' ,1
136,flight_2,Which city and country is the Alton airport at?,"SELECT T2.city ,  T1.country ,  airportname FROM airports AS T2 JOIN airlines AS T1 ON T2.Country = T1.Country",0
137,flight_2,Give the city and country for the Alton airport.,"SELECT T2.city ,  T1.country FROM airports AS T2 JOIN airlines AS T1 ON T2.Country = T1.Country WHERE T2.AirportName =  'Alton'",1
138,flight_2,What is the airport name for airport 'AKO'?,SELECT airportname FROM airports WHERE airports.AirportName  = 'AKO' ,0
139,flight_2,Return the name of the airport with code 'AKO'.,SELECT airports.airportname FROM airports,0
140,flight_2,What are airport names at City 'Aberdeen'?,SELECT airportname FROM airports,0
141,flight_2,What are the names of airports in Aberdeen?,SELECT airports.airportname FROM airports WHERE airports.City = 'Aberdeen' ,1
142,flight_2,Count the number of flights departing from 'APG'.,SELECT COUNT(*) FROM flights,0
143,flight_2,How many flights have destination ATO?,SELECT COUNT(*) FROM flights,0
144,flight_2,How many flights arriving in Aberdeen city?,SELECT COUNT(*) FROM airports AS T3 JOIN airlines AS T1 ON T3.Country = T1.Country    JOIN flights AS T2 ON T2.Airline = T1.Airline   WHERE T3.City =  'Aberdeen',1
145,flight_2,How many flights does airline 'JetBlue Airways' have?,SELECT COUNT(*) FROM flights AS T1 JOIN airlines AS T2 ON T1.Airline = T2.Airline WHERE T2.Airline  = 'JetBlue Airways'  OR T2.Airline  = 'have' ,0
146,flight_2,Count the number of United Airlines flights arriving in ASY Airport.,"SELECT COUNT(*) ,  COUNT(*) FROM flights AS T1 JOIN airlines AS T2 ON T1.Airline = T2.Airline WHERE T2.Airline  = 'ASY Airport' ",0
147,flight_2,Return the number of United Airlines flights leaving from AHD Airport.,SELECT COUNT(*) FROM flights AS T1 JOIN airlines AS T2 ON T1.Airline = T2.Airline WHERE T2.Airline  = 'AHD Airport' ,1
148,flight_2,Count the number of United Airlines flights that arrive in Aberdeen.,"SELECT COUNT(*) ,  COUNT(*) FROM flights AS T1 JOIN airlines AS T2 ON T1.Airline = T2.Airline WHERE T2.Airline  = 'Aberdeen' ",0
149,flight_2,Which city has most number of arriving flights?,SELECT T3.city FROM airports AS T3 JOIN airlines AS T1 ON T3.Country = T1.Country    JOIN flights AS T2 ON T2.Airline = T1.Airline   GROUP BY T3.city ORDER BY COUNT(*) DESC LIMIT 1,1
150,flight_2,Which city has most number of departing flights?,SELECT T3.city FROM airports AS T3 JOIN airlines AS T1 ON T3.Country = T1.Country    JOIN flights AS T2 ON T2.Airline = T1.Airline   GROUP BY T3.city ORDER BY COUNT(*) DESC LIMIT 1,1
151,flight_2,Which city is the most frequent source airport?,"SELECT city ,airportname FROM airports GROUP BY airports.airportname ORDER BY COUNT(*) DESC LIMIT 1",0
152,flight_2,What is the code of airport that has the highest number of flights?,SELECT T2.flightno FROM airports AS T3 JOIN airlines AS T1 ON T3.Country = T1.Country    JOIN flights AS T2 ON T2.Airline = T1.Airline   GROUP BY T2.flightno ORDER BY COUNT(*) DESC LIMIT 1,0
153,flight_2,What is the airport code of the airport with the most flights?,SELECT T3.airportcode FROM airports AS T3 JOIN airlines AS T1 ON T3.Country = T1.Country    JOIN flights AS T2 ON T2.Airline = T1.Airline   GROUP BY T3.airportcode ORDER BY COUNT(*) DESC LIMIT 1,1
154,flight_2,Which airline has most number of flights?,SELECT flights.airline FROM flights GROUP BY flights.airline ORDER BY COUNT(*) DESC LIMIT 1,0
155,flight_2,What airline serves the most flights?,SELECT airline FROM flights GROUP BY flights.airline ORDER BY COUNT(*) DESC LIMIT 1,0
156,flight_2,What is the abbreviation of the airilne has the fewest flights and what country is it in?,"SELECT T2.abbreviation ,  MIN(T2.Country) FROM flights AS T1 JOIN airlines AS T2 ON T1.Airline = T2.Airline GROUP BY T2.abbreviation ORDER BY COUNT(*) ASC LIMIT 1",0
157,flight_2,Find all airlines that have at least 10 flights.,SELECT airline FROM flights GROUP BY flights.airline HAVING COUNT(*) >= 10,0
158,flight_2,Which airlines have at least 10 flights?,SELECT airline FROM flights GROUP BY flights.airline HAVING COUNT(*) >= 10,0
159,flight_2,Find all airlines that have fewer than 200 flights.,SELECT airline FROM flights GROUP BY flights.airline HAVING COUNT(*)< 200,0
160,flight_2,Which airlines have less than 200 flights?,SELECT airline FROM flights GROUP BY flights.airline HAVING COUNT(*)< 200,0
161,flight_2,"What are flight numbers of Airline ""United Airlines""?",SELECT airlines.airline FROM airlines WHERE airlines.Airline  = 'United Airlines' ,0
162,flight_2,"What are flight numbers of flights departing from Airport ""APG""?",SELECT flights.airline FROM flights WHERE flights.Airline = 'Airport' ,0
163,flight_2,"What are flight numbers of flights arriving at Airport ""APG""?",SELECT flights.airline FROM flights WHERE flights.Airline = 'Airport' ,0
