,database,question,verified_output,correct
62,orchestra,"Return the maximum and minimum shares for performances that do not have the type ""Live final"".","SELECT MAX(T1.Share) ,  MIN(T1.Share) FROM performance AS T1 JOIN show AS T2 ON T1.Performance_ID = T2.Performance_ID WHERE T1.Type  != 'Live final' ",0
63,orchestra,How many different nationalities do conductors have?,SELECT COUNT(DISTINCT(conductor.Nationality)) FROM conductor,1
64,orchestra,Count the number of different nationalities of conductors.,SELECT COUNT(DISTINCT(conductor.Nationality)) FROM conductor,1
65,orchestra,List names of conductors in descending order of years of work.,SELECT conductor.name FROM conductor ORDER BY conductor.Year_of_Work DESC,1
66,orchestra,List the name of the conductor with the most years of work.,SELECT conductor.name FROM conductor ORDER BY conductor.Year_of_Work DESC LIMIT 1,1
67,orchestra,What is the name of the conductor who has worked the greatest number of years?,SELECT conductor.name FROM conductor GROUP BY conductor.year_of_work ORDER BY conductor.Year_of_Work DESC LIMIT 1,1
68,orchestra,Show the names of conductors and the orchestras they have conducted.,SELECT T1.name FROM conductor AS T1 JOIN orchestra AS T2 ON T1.Conductor_ID = T2.Conductor_ID,0
69,orchestra,What are the names of conductors as well as the corresonding orchestras that they have conducted?,SELECT T1.name FROM conductor AS T1 JOIN orchestra AS T2 ON T1.Conductor_ID = T2.Conductor_ID,0
70,orchestra,Show the names of conductors that have conducted more than one orchestras.,SELECT T1.name FROM conductor AS T1 JOIN orchestra AS T2 ON T1.Conductor_ID = T2.Conductor_ID GROUP BY T1.name HAVING COUNT(*)> 1,1
71,orchestra,What are the names of conductors who have conducted at more than one orchestra?,SELECT T1.name FROM conductor AS T1 JOIN orchestra AS T2 ON T1.Conductor_ID = T2.Conductor_ID GROUP BY T1.name HAVING COUNT(*)> 1,1
72,orchestra,Show the name of the conductor that has conducted the most number of orchestras.,SELECT conductor.name FROM conductor GROUP BY conductor.name ORDER BY COUNT(*) DESC LIMIT 1,0
73,orchestra,What is the name of the conductor who has conducted the most orchestras?,SELECT T1.name FROM conductor AS T1 JOIN orchestra AS T2 ON T1.Conductor_ID = T2.Conductor_ID GROUP BY T1.name ORDER BY COUNT(*) DESC LIMIT 1,0
74,orchestra,Please show the name of the conductor that has conducted orchestras founded after 2008.,SELECT T1.name FROM conductor AS T1 JOIN orchestra AS T2 ON T1.Conductor_ID = T2.Conductor_ID GROUP BY T1.name HAVING COUNT(*)> 2008,0
75,orchestra,What are the names of conductors who have conducted orchestras founded after the year 2008?,SELECT T1.name FROM conductor AS T1 JOIN orchestra AS T2 ON T1.Conductor_ID = T2.Conductor_ID WHERE T1.Year_of_Work > 2008,0
76,orchestra,How many orchestras does each record company manage?,"SELECT COUNT(*) ,orchestra FROM orchestra GROUP BY orchestra",0
77,orchestra,Please show the record formats of orchestras in ascending order of count.,SELECT orchestra.major_record_format FROM orchestra ORDER BY  orchestra.Major_Record_Format ASC,0
78,orchestra,"What are the major record formats of orchestras, sorted by their frequency?",SELECT orchestra.major_record_format FROM orchestra,0
79,orchestra,List the record company shared by the most number of orchestras.,SELECT orchestra.record_company FROM orchestra GROUP BY orchestra.record_company ORDER BY COUNT(*) DESC LIMIT 1,1
80,orchestra,What is the record company used by the greatest number of orchestras?,SELECT orchestra.record_company FROM orchestra GROUP BY orchestra.record_company ORDER BY COUNT(*) DESC LIMIT 1,1
81,orchestra,"Find the number of orchestras whose record format is ""CD"" or ""DVD"".",SELECT COUNT(*) FROM orchestra WHERE orchestra.Major_Record_Format = 'CD'  OR orchestra.Major_Record_Format = 'DVD' ,1
82,orchestra,Count the number of orchestras that have CD or DVD as their record format.,SELECT COUNT(*) FROM orchestra,0
83,orchestra,Show the years in which orchestras that have given more than one performance are founded.,SELECT year_of_work FROM conductor AS T1 JOIN orchestra AS T3 ON T1.Conductor_ID = T3.Conductor_ID    JOIN performance AS T2 ON T2.Performance_ID = T3.Conductor_ID   WHERE T3.Orchestra > 'one'  GROUP BY T1.year_of_work HAVING COUNT(*)> 1,0
84,orchestra,What are years of founding for orchestras that have had more than a single performance?,SELECT orchestra.year_of_founded FROM orchestra,0
85,singer,How many singers are there?,SELECT COUNT(*) FROM singer,1
86,singer,What is the count of singers?,SELECT COUNT(*) FROM singer,1
87,singer,List the name of singers in ascending order of net worth.,SELECT singer.name FROM singer ORDER BY singer.Net_Worth_Millions ASC,1
88,singer,What are the names of singers ordered by ascending net worth?,SELECT singer.name FROM singer ORDER BY singer.Net_Worth_Millions ASC,1
89,singer,What are the birth year and citizenship of singers?,"SELECT singer.birth_year ,citizenship FROM singer",1
90,singer,What are the birth years and citizenships of the singers?,"SELECT singer.birth_year ,citizenship FROM singer",1
91,singer,"List the name of singers whose citizenship is not ""France"".",SELECT singer.name FROM singer WHERE singer.Citizenship != 'France' ,1
92,singer,What are the names of the singers who are not French citizens?,SELECT singer.name FROM singer,0
93,singer,Show the name of singers whose birth year is either 1948 or 1949?,SELECT singer.name FROM singer WHERE singer.Birth_Year = '1948'  OR singer.Birth_Year = '1949' ,1
94,singer,What are the names of the singers whose birth years are either 1948 or 1949?,SELECT singer.name FROM singer WHERE singer.Birth_Year = '1948'  OR singer.Birth_Year = '1949' ,1
95,singer,What is the name of the singer with the largest net worth?,SELECT singer.name FROM singer ORDER BY singer.Net_Worth_Millions DESC LIMIT 1,1
96,singer,What is the name of the singer who is worth the most?,SELECT singer.name FROM singer,0
97,singer,Show different citizenship of singers and the number of singers of each citizenship.,"SELECT COUNT(*) ,singer.citizenship FROM singer GROUP BY singer.citizenship",1
98,singer,"For each citizenship, how many singers are from that country?","SELECT COUNT(*) ,citizenship FROM singer GROUP BY singer.citizenship",1
99,singer,Please show the most common citizenship of singers.,SELECT singer.citizenship FROM singer GROUP BY singer.citizenship ORDER BY COUNT(*) DESC LIMIT 1,1
100,singer,What is the most common singer citizenship ?,SELECT citizenship FROM singer GROUP BY singer.citizenship ORDER BY COUNT(*) DESC LIMIT 1,1
101,singer,Show different citizenships and the maximum net worth of singers of each citizenship.,"SELECT singer.citizenship ,MAX(singer.Net_Worth_Millions) FROM singer GROUP BY singer.citizenship",1
102,singer,"For each citizenship, what is the maximum net worth?",SELECT citizenship FROM singer GROUP BY singer.citizenship ORDER BY singer.Net_Worth_Millions DESC LIMIT 1,0
103,singer,Show titles of songs and names of singers.,"SELECT T2.title ,  T1.name FROM singer AS T1 JOIN song AS T2 ON T1.Singer_ID = T2.Singer_ID",1
104,singer,What are the song titles and singer names?,"SELECT T2.title ,  T1.name FROM singer AS T1 JOIN song AS T2 ON T1.Singer_ID = T2.Singer_ID",1
105,singer,Show distinct names of singers that have songs with sales more than 300000.,SELECT DISTINCT(T1.Name) FROM singer AS T1 JOIN song AS T2 ON T1.Singer_ID = T2.Singer_ID WHERE T2.Sales > '300000' ,1
106,singer,what are the different names of the singers that have sales more than 300000?,SELECT DISTINCT(T1.Name) FROM singer AS T1 JOIN song AS T2 ON T1.Singer_ID = T2.Singer_ID WHERE T2.Sales > '300000' ,1
107,singer,Show the names of singers that have more than one song.,SELECT T1.name FROM singer AS T1 JOIN song AS T2 ON T1.Singer_ID = T2.Singer_ID GROUP BY T1.name HAVING COUNT(*)> 1,1
108,singer,What are the names of the singers that have more than one songs?,SELECT T1.name FROM singer AS T1 JOIN song AS T2 ON T1.Singer_ID = T2.Singer_ID GROUP BY T1.name HAVING COUNT(*)> 1,1
109,singer,Show the names of singers and the total sales of their songs.,"SELECT T1.name ,  T2.sales FROM singer AS T1 JOIN song AS T2 ON T1.Singer_ID = T2.Singer_ID",0
110,singer,"For each singer name, what is the total sales for their songs?",SELECT name FROM singer AS T1 JOIN song AS T2 ON T1.Singer_ID = T2.Singer_ID GROUP BY T1.name,0
111,singer,List the name of singers that do not have any song.,SELECT singer.name FROM singer WHERE  Singer_ID NOT IN (SELECT Singer_ID  FROM song),1
112,singer,What is the sname of every sing that does not have any song?,SELECT singer.name FROM singer WHERE  Singer_ID NOT IN (SELECT Singer_ID  FROM song),1
