,database,question,verified_output,correct
63,orchestra,List the name of the conductor with the most years of work.,SELECT conductor.name FROM conductor ORDER BY conductor.Age DESC LIMIT 1,1
64,orchestra,What is the name of the conductor who has worked the greatest number of years?,SELECT conductor.name FROM conductor GROUP BY conductor.age ORDER BY conductor.Age DESC LIMIT 1,1
65,orchestra,Show the names of conductors and the orchestras they have conducted.,SELECT T2.name FROM conductor AS T2 JOIN orchestra AS T1 ON T2.Conductor_ID = T1.Conductor_ID,0
66,orchestra,What are the names of conductors as well as the corresonding orchestras that they have conducted?,SELECT T2.name FROM conductor AS T2 JOIN orchestra AS T1 ON T2.Conductor_ID = T1.Conductor_ID,0
67,orchestra,Show the names of conductors that have conducted more than one orchestras.,SELECT T2.name FROM conductor AS T2 JOIN orchestra AS T1 ON T2.Conductor_ID = T1.Conductor_ID GROUP BY T2.name HAVING COUNT(*)> 1,1
68,orchestra,What are the names of conductors who have conducted at more than one orchestra?,SELECT T2.name FROM conductor AS T2 JOIN orchestra AS T1 ON T2.Conductor_ID = T1.Conductor_ID GROUP BY T2.name HAVING COUNT(*)> 1,1
69,orchestra,Show the name of the conductor that has conducted the most number of orchestras.,SELECT conductor.name FROM conductor GROUP BY conductor.name ORDER BY COUNT(*) DESC LIMIT 1,0
70,orchestra,What is the name of the conductor who has conducted the most orchestras?,SELECT T2.name FROM conductor AS T2 JOIN orchestra AS T1 ON T2.Conductor_ID = T1.Conductor_ID GROUP BY T2.name ORDER BY COUNT(*) DESC LIMIT 1,0
71,orchestra,Please show the name of the conductor that has conducted orchestras founded after 2008.,SELECT T3.name FROM conductor AS T3 JOIN orchestra AS T2 ON T3.Conductor_ID = T2.Conductor_ID    JOIN performance AS T1 ON T1.Performance_ID = T2.Conductor_ID   WHERE T1.Date > 2008,0
72,orchestra,What are the names of conductors who have conducted orchestras founded after the year 2008?,SELECT T2.name FROM conductor AS T2 JOIN orchestra AS T1 ON T2.Conductor_ID = T1.Conductor_ID WHERE T2.Year_of_Work > 2008,0
73,orchestra,Please show the record formats of orchestras in ascending order of count.,SELECT orchestra.major_record_format FROM orchestra ORDER BY  orchestra.Major_Record_Format ASC,0
74,orchestra,"What are the major record formats of orchestras, sorted by their frequency?",SELECT orchestra.major_record_format FROM orchestra,0
75,orchestra,List the record company shared by the most number of orchestras.,SELECT orchestra.record_company FROM orchestra GROUP BY orchestra.record_company ORDER BY COUNT(*) DESC LIMIT 1,1
76,orchestra,What is the record company used by the greatest number of orchestras?,SELECT orchestra.record_company FROM orchestra GROUP BY orchestra.record_company ORDER BY COUNT(*) DESC LIMIT 1,1
77,orchestra,What are the orchestras that do not have any performances?,SELECT orchestra FROM orchestra WHERE  Orchestra_ID NOT IN (SELECT Orchestra_ID  FROM performance),1
78,orchestra,"Find the number of orchestras whose record format is ""CD"" or ""DVD"".",SELECT COUNT(*) FROM orchestra WHERE orchestra.Major_Record_Format = 'CD'  OR orchestra.Major_Record_Format = 'DVD' ,1
79,orchestra,Count the number of orchestras that have CD or DVD as their record format.,SELECT COUNT(*) FROM orchestra,0
80,orchestra,Show the years in which orchestras that have given more than one performance are founded.,SELECT age FROM conductor AS T3 JOIN orchestra AS T2 ON T3.Conductor_ID = T2.Conductor_ID    JOIN performance AS T1 ON T1.Performance_ID = T2.Conductor_ID   WHERE T2.Orchestra > 'one'  GROUP BY T3.age HAVING COUNT(*)> 1,0
81,orchestra,What are years of founding for orchestras that have had more than a single performance?,SELECT T2.year_of_founded FROM orchestra AS T2 JOIN performance AS T1 ON T2.Orchestra_ID = T1.Orchestra_ID,0
82,singer,How many singers are there?,SELECT COUNT(*) FROM singer,1
83,singer,What is the count of singers?,SELECT COUNT(*) FROM singer,1
84,singer,List the name of singers in ascending order of net worth.,SELECT singer.name FROM singer ORDER BY singer.Net_Worth_Millions ASC,1
85,singer,What are the names of singers ordered by ascending net worth?,SELECT singer.name FROM singer ORDER BY singer.Net_Worth_Millions ASC,1
86,singer,What are the birth year and citizenship of singers?,"SELECT singer.birth_year ,citizenship FROM singer",1
87,singer,What are the birth years and citizenships of the singers?,"SELECT singer.birth_year ,citizenship FROM singer",1
88,singer,"List the name of singers whose citizenship is not ""France"".",SELECT singer.name FROM singer WHERE singer.Citizenship != 'France' ,1
89,singer,What are the names of the singers who are not French citizens?,SELECT singer.name FROM singer,0
90,singer,Show the name of singers whose birth year is either 1948 or 1949?,SELECT singer.name FROM singer WHERE singer.Birth_Year = '1948'  OR singer.Birth_Year = '1949' ,1
91,singer,What are the names of the singers whose birth years are either 1948 or 1949?,SELECT singer.name FROM singer WHERE singer.Birth_Year = '1948'  OR singer.Birth_Year = '1949' ,1
92,singer,What is the name of the singer with the largest net worth?,SELECT singer.name FROM singer ORDER BY singer.Net_Worth_Millions DESC LIMIT 1,1
93,singer,What is the name of the singer who is worth the most?,SELECT singer.name FROM singer,0
94,singer,Show different citizenship of singers and the number of singers of each citizenship.,"SELECT COUNT(*) ,singer.citizenship FROM singer GROUP BY singer.citizenship",1
95,singer,"For each citizenship, how many singers are from that country?","SELECT COUNT(*) ,citizenship FROM singer GROUP BY singer.citizenship",1
96,singer,Please show the most common citizenship of singers.,SELECT singer.citizenship FROM singer GROUP BY singer.citizenship ORDER BY COUNT(*) DESC LIMIT 1,1
97,singer,What is the most common singer citizenship ?,SELECT citizenship FROM singer GROUP BY singer.citizenship ORDER BY COUNT(*) DESC LIMIT 1,1
98,singer,Show different citizenships and the maximum net worth of singers of each citizenship.,"SELECT singer.citizenship ,MAX(singer.Net_Worth_Millions) FROM singer GROUP BY singer.citizenship",1
99,singer,"For each citizenship, what is the maximum net worth?",SELECT citizenship FROM singer GROUP BY singer.citizenship ORDER BY singer.Net_Worth_Millions DESC LIMIT 1,0
100,singer,Show titles of songs and names of singers.,"SELECT T2.title ,  T1.name FROM singer AS T1 JOIN song AS T2 ON T1.Singer_ID = T2.Singer_ID",1
101,singer,What are the song titles and singer names?,"SELECT T2.title ,  T1.name FROM singer AS T1 JOIN song AS T2 ON T1.Singer_ID = T2.Singer_ID",1
102,singer,Show distinct names of singers that have songs with sales more than 300000.,SELECT DISTINCT(T1.Name) FROM singer AS T1 JOIN song AS T2 ON T1.Singer_ID = T2.Singer_ID WHERE T2.Sales > '300000' ,1
103,singer,what are the different names of the singers that have sales more than 300000?,SELECT DISTINCT(T1.Name) FROM singer AS T1 JOIN song AS T2 ON T1.Singer_ID = T2.Singer_ID WHERE T2.Sales > '300000' ,1
104,singer,Show the names of singers that have more than one song.,SELECT T1.name FROM singer AS T1 JOIN song AS T2 ON T1.Singer_ID = T2.Singer_ID GROUP BY T1.name HAVING COUNT(*)> 1,1
105,singer,What are the names of the singers that have more than one songs?,SELECT T1.name FROM singer AS T1 JOIN song AS T2 ON T1.Singer_ID = T2.Singer_ID GROUP BY T1.name HAVING COUNT(*)> 1,1
106,singer,Show the names of singers and the total sales of their songs.,"SELECT T2.title ,  T2.sales FROM singer AS T1 JOIN song AS T2 ON T1.Singer_ID = T2.Singer_ID",0
107,singer,List the name of singers that do not have any song.,SELECT singer.name FROM singer WHERE  Singer_ID NOT IN (SELECT Singer_ID  FROM song),1
